Genero,Tipo_Colegio,Score_Matematicas,Score_Lectura,Score_Ciencias,Score_Total,3_Comidas_por_día,Apoderado_con_estudios_superiores,Internet,estudio_diario,Eval_cont,Psi_evaluacion,uso_digital_escuela,asesoria_parental
Femenino,Publico,442.4571000000001,491.94570000000004,437.60900000000004,457.3372666666667,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,321.1954999999999,394.49670000000003,327.3506,347.6809333333333,Si,No,,Si,Si,Si,Si,Si
Masculino,Privado,351.40360000000004,326.43819999999994,306.00630000000007,327.94936666666666,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,346.71500000000003,441.74299999999994,362.80550000000005,383.7545,Si,No,Si,Si,No,No,No,No
Femenino,Publico,440.1272,424.21320000000003,459.6160000000001,441.3188,Si,Si,Si,Si,No,No,No,No
Femenino,Publico,399.4442,480.9546,440.9871,440.4619666666667,Si,No,Si,Si,Si,No,Si,Si
Femenino,Publico,383.0478,423.6217,498.184,434.95116666666667,Si,No,Si,Si,No,No,No,No
Masculino,Publico,406.54,419.41229999999996,397.7569,407.9030666666666,Si,No,Si,Si,Si,No,Si,Si
Masculino,Privado,405.8863,391.19329999999997,409.3003,402.1266333333333,Si,No,Si,No,Si,Si,No,Si
Masculino,Privado,413.48900000000003,420.6182,425.56309999999996,419.8901,Si,Si,No,Si,No,Si,Si,
Femenino,Privado,322.9126,379.6939,334.4386,345.68170000000003,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,383.10889999999995,398.9166,370.9931,384.3395333333333,Si,No,Si,No,Si,Si,No,No
Masculino,Publico,456.97260000000006,530.0283000000001,477.18950000000007,488.0634666666667,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,476.5155,493.7754,468.2342,479.50836666666663,No,No,Si,Si,No,Si,Si,Si
Masculino,Publico,543.289,532.4304,582.8356000000001,552.8516666666667,Si,Si,Si,Si,Si,No,No,
Masculino,Privado,348.0655,423.74629999999996,394.0495000000001,388.6204333333333,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,364.1286999999999,470.0448,428.0540000000001,420.7425,Si,Si,No,Si,Si,No,Si,Si
Masculino,Privado,468.2732000000001,498.97170000000006,482.71939999999995,483.32143333333335,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,526.2701999999999,545.4049000000001,519.9653,530.5468,Si,Si,Si,No,Si,Si,Si,Si
Masculino,Privado,249.66339999999997,230.3445,268.21299999999997,249.40696666666665,No,No,Si,Si,Si,Si,No,
Masculino,Publico,452.32160000000005,493.0897,443.9025999999999,463.1046333333333,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,365.79350000000005,404.1849,332.60350000000005,367.5273,Si,Si,Si,Si,Si,Si,Si,
Femenino,Publico,200.8203,238.81220000000002,302.7438,247.45876666666672,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,367.4936,386.68330000000003,354.3277,369.5015333333333,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Privado,454.6115,425.9264999999999,457.99750000000006,446.1785,Si,Si,Si,Si,Si,No,Si,Si
Masculino,Privado,579.8843,501.95769999999993,615.8673,565.9031,Si,Si,Si,No,Si,Si,Si,
Femenino,Publico,406.03460000000007,453.02149999999995,394.69820000000004,417.91810000000004,No,No,No,Si,Si,No,No,Si
Masculino,Publico,408.73199999999997,404.2949,418.28830000000005,410.4384,No,No,No,Si,No,Si,Si,Si
Femenino,Publico,313.54470000000003,388.99969999999996,371.09240000000005,357.87893333333335,Si,No,Si,Si,No,Si,No,Si
Femenino,Publico,303.69100000000003,328.69559999999996,344.863,325.7498666666667,Si,No,Si,No,No,Si,Si,Si
Masculino,Privado,488.038,513.6515000000002,462.5977999999999,488.09576666666663,Si,Si,Si,No,Si,Si,Si,Si
Masculino,Publico,364.91389999999996,267.4384,374.4402,335.5975,Si,,No,No,Si,Si,Si,No
Masculino,Privado,508.58089999999993,550.0743,592.6311999999999,550.4288,Si,No,Si,Si,No,Si,No,Si
Masculino,Privado,500.1469,508.83000000000004,566.5055,525.1608,Si,No,Si,No,No,No,Si,No
Masculino,Publico,423.4473000000001,468.90199999999993,489.5111,460.62013333333334,Si,No,Si,Si,Si,No,No,No
Masculino,Publico,402.9221,433.1512000000001,410.61530000000005,415.56286666666665,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,310.54490000000004,335.59479999999996,321.4945,322.54473333333334,Si,No,Si,Si,Si,Si,Si,No
Masculino,Publico,269.43770000000006,249.72270000000003,230.5822,249.91420000000002,No,No,Si,No,Si,No,No,Si
Femenino,Publico,556.7199,554.0149,584.6643,565.1330333333334,Si,,Si,Si,No,No,Si,
Femenino,Privado,604.8976,583.1985999999999,549.4074,579.1678666666667,Si,No,Si,No,Si,No,No,Si
Masculino,Publico,478.1906,521.9223,496.92969999999997,499.0142,Si,Si,Si,Si,No,Si,Si,No
Masculino,Privado,410.1544,451.22400000000005,417.4023,426.26023333333336,Si,No,Si,Si,Si,Si,No,Si
Femenino,Publico,342.1152,338.1963,392.5568999999999,357.6227999999999,No,Si,Si,No,Si,No,Si,Si
Masculino,Privado,536.573,554.6662,533.2183,541.4858333333333,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,339.6821,348.5357,273.62080000000003,320.61286666666666,Si,Si,Si,Si,Si,No,No,No
Femenino,Publico,343.9576,423.526,367.58140000000003,378.355,Si,Si,Si,,No,No,No,Si
Femenino,Publico,440.5518,491.9115,422.25690000000003,451.5734,Si,Si,Si,Si,Si,No,No,Si
Femenino,Publico,381.123,375.58209999999997,364.82210000000003,373.8424,Si,No,No,Si,Si,Si,Si,
Femenino,Publico,355.03369999999995,385.0252,403.519,381.19263333333333,Si,No,No,Si,Si,Si,No,Si
Masculino,Privado,439.30910000000006,484.93320000000006,445.5174999999999,456.58660000000003,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,369.6192,378.8809,421.99920000000003,390.1664333333333,Si,Si,Si,Si,Si,Si,No,Si
Femenino,Publico,316.50070000000005,335.01419999999996,291.4411999999999,314.3187,Si,Si,Si,Si,No,Si,Si,
Femenino,Publico,314.3519,372.6942,346.4954,344.51383333333337,Si,No,Si,,No,Si,Si,Si
Masculino,Publico,392.1255,422.9629,400.46629999999993,405.18489999999997,Si,No,Si,No,Si,No,Si,Si
Masculino,Publico,463.1307,425.06039999999996,427.52380000000005,438.5716333333333,Si,No,Si,No,No,Si,Si,Si
Masculino,Privado,283.552,339.2532,284.0232,302.27613333333335,Si,No,Si,Si,Si,No,No,
Masculino,Publico,524.4166,577.3769,559.2664,553.6866333333334,Si,No,Si,Si,Si,Si,No,Si
Masculino,Publico,317.02959999999996,406.5729,380.5143,368.0389333333333,Si,No,No,No,Si,Si,Si,Si
Masculino,Privado,482.22439999999995,418.9362,451.31260000000003,450.82439999999997,Si,No,Si,Si,No,No,Si,Si
Masculino,Publico,512.3946,571.5875,500.5502,528.1774333333333,Si,Si,Si,Si,No,No,Si,Si
Femenino,Privado,407.2496,442.4036,454.36539999999997,434.6728666666666,Si,No,Si,Si,No,Si,Si,Si
Masculino,Privado,398.62059999999997,360.8021,398.2094,385.87736666666666,No,No,Si,Si,Si,Si,No,
Masculino,Publico,411.2452,422.9425,477.96760000000006,437.38509999999997,Si,No,Si,Si,Si,Si,Si,
Masculino,Publico,347.3766,380.24429999999995,356.1575999999999,361.25949999999995,Si,Si,Si,Si,Si,Si,No,No
Femenino,Publico,462.9605,533.521,488.4058,494.9624333333333,Si,Si,Si,Si,No,Si,No,No
Femenino,Privado,336.20430000000005,423.4387,363.2043,374.2824333333333,Si,No,Si,Si,Si,No,Si,
Femenino,Publico,422.9001,475.7061,472.9255,457.17723333333333,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,432.9883,472.3053,421.90469999999993,442.3994333333333,No,No,Si,Si,No,No,No,No
Masculino,Privado,442.1091,557.105,545.8377,515.0172666666667,No,No,Si,Si,No,Si,No,No
Masculino,Publico,453.0401,422.0293,514.3074,463.1256,Si,Si,Si,Si,No,No,Si,Si
Masculino,Privado,410.61769999999996,379.21630000000005,402.7621,397.53203333333335,Si,Si,Si,No,Si,No,Si,
Masculino,Publico,317.49529999999993,241.41740000000004,297.70400000000006,285.5389,No,No,Si,Si,Si,No,No,Si
Masculino,Privado,414.88160000000005,404.08830000000006,422.23820000000006,413.73603333333335,Si,No,No,Si,Si,Si,No,No
Femenino,Publico,411.76630000000006,407.29780000000005,437.3830000000001,418.81570000000005,Si,Si,Si,Si,No,Si,No,No
Femenino,Publico,316.98350000000005,313.98670000000004,332.49920000000003,321.15646666666674, ,,,,Si,No,No,
Masculino,Publico,458.13149999999996,470.35470000000004,419.87330000000003,449.4531666666667,No,Si,Si,Si,Si,Si,Si,No
Masculino,Publico,282.27020000000005,385.4309,318.7933,328.8314666666667,Si,Si,Si,Si,No,No,No,No
Masculino,Publico,467.06590000000006,438.16010000000006,399.4234,434.88313333333343,Si,Si,Si,Si,No,Si,No,
Masculino,Publico,370.003,416.15,382.50409999999994,389.5523666666666,Si,No,Si,No,No,Si,Si,Si
Masculino,Publico,368.9994,354.3359999999999,449.67569999999995,391.0037,Si,Si,Si,Si,Si,No,Si,No
Femenino,Publico,267.75629999999995,218.97799999999998,195.59789999999998,227.44406666666666,Si,,,Si,No,No,Si,
Femenino,Publico,368.18539999999996,399.7164,347.7184,371.87339999999995,Si,No,Si,Si,No,No,Si,Si
Femenino,Publico,478.06630000000007,480.0811,455.7858,471.31106666666665,Si,Si,Si,Si,No,No,No,Si
Masculino,Publico,278.4088,317.2822,311.8691,302.52003333333334,Si,Si,No,Si,No,Si,No,Si
Femenino,Privado,339.6241,319.0114,335.52200000000005,331.3858333333333,Si,No,Si,Si,Si,Si,Si,
Femenino,Publico,317.8834,316.47529999999995,339.4353,324.598,No,No,No,No,Si,Si,Si,
Masculino,Publico,382.2637,456.54970000000003,348.4506999999999,395.75469999999996,Si,No,Si,Si,No,No,Si,Si
Masculino,Publico,454.03099999999995,513.7929999999999,445.5602,471.12806666666665,Si,No,Si,Si,No,No,No,No
Masculino,Privado,330.5786,315.54529999999994,303.82550000000003,316.64979999999997,No,No,Si,Si,No,Si,Si,Si
Femenino,Publico,384.18969999999996,449.5209,472.4453,435.3852999999999,Si,Si,Si,No,Si,No,No,Si
Masculino,Privado,319.6117,386.95390000000003,368.4928,358.35279999999995,Si,Si,Si,No,No,No,No,Si
Femenino,Publico,561.3520000000001,568.6784,544.3621,558.1308333333334,Si,No,Si,Si,No,Si,Si,Si
Masculino,Privado,342.9733,332.58399999999995,395.9732,357.17683333333326,No,No,No,Si,Si,Si,Si,Si
Femenino,Publico,506.7766,521.5038,550.1823,526.1542333333333,Si,Si,Si,Si,No,Si,No,No
Femenino,Publico,400.0503,503.1636,473.3678,458.86056666666667,Si,No,Si,No,Si,Si,Si,
Masculino,Privado,510.1409,548.7323,544.7499,534.5410333333333,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,357.0088,358.6328,402.0406,372.5607333333333,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Privado,463.2204,480.06669999999997,503.52220000000005,482.2697666666667,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,370.2138,403.0904,425.87170000000003,399.72530000000006,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,370.9301,300.05640000000005,370.8667,347.2844,No,No,No,Si,Si,No,No,Si
Femenino,Publico,400.8321,415.5433000000001,413.7592000000001,410.0448666666668,Si,Si,Si,Si,Si,No,No,No
Masculino,Publico,402.603,361.22640000000007,455.11769999999996,406.31570000000005,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,401.74830000000003,401.8179999999999,435.588,413.0514333333333,Si,No,Si,No,Si,Si,Si,Si
Femenino,Publico,360.5481,357.33869999999996,347.6709,355.1859,Si,Si,Si,Si,Si,No,No,No
Femenino,Publico,344.83670000000006,337.72880000000004,388.419,356.99483333333336,Si,Si,Si,Si,Si,Si,Si,No
Femenino,Publico,348.45140000000004,339.17600000000004,276.7735,321.4669666666667,No,Si,No,Si,Si,No,No,Si
Femenino,Publico,473.8337,542.435,538.5176,518.2621,Si,No,Si,Si,Si,No,No,No
Femenino,Privado,252.95100000000002,262.09180000000003,264.72409999999996,259.9223,No,Si,No,Si,No,Si,Si,
Femenino,Privado,419.2655,449.09610000000004,379.7447000000001,416.0354333333333,Si,No,Si,Si,No,Si,No,Si
Femenino,Privado,415.06170000000003,442.2261,467.96009999999995,441.7493,Si,No,No,Si,No,Si,Si,
Masculino,Publico,392.29619999999994,406.4595,464.07070000000004,420.9421333333333,Si,No,Si,Si,Si,No,Si,Si
Femenino,Publico,372.37070000000006,421.58449999999993,415.9572,403.3041333333333,Si,No,Si,Si,No,No,Si,Si
Femenino,Publico,456.02689999999996,463.00829999999996,488.4363,469.1571666666666,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,285.88289999999995,295.7412,298.11060000000003,293.2449,No,No,No,Si,No,No,Si,Si
Masculino,Publico,368.4478,445.2351,363.4142,392.3657,No,No,Si,Si,No,Si,Si,Si
Femenino,Privado,366.41990000000004,343.2791,342.8361,350.84503333333333,Si,No,Si,Si,Si,No,No,Si
Masculino,Publico,327.9878,411.2375,341.7312,360.3188333333333,Si,No,No,Si,No,No,No,No
Femenino,Publico,455.23870000000005,535.6922,463.9343,484.9550666666667,Si,Si,Si,Si,Si,Si,Si,
Femenino,Publico,276.5276,383.07869999999997,339.2401,332.94879999999995,Si,Si,Si,No,No,Si,No,Si
Femenino,Publico,401.5799,392.3591,419.9441,404.6277,Si,No,Si,Si,Si,Si,No,Si
Masculino,Publico,438.3995,465.525,450.45559999999995,451.4600333333333,Si,Si,Si,Si,No,Si,Si,
Femenino,Publico,288.6152,362.8412,321.1625,324.2063,Si,Si,Si,Si,Si,Si,No,Si
Masculino,Publico,365.2188,355.06510000000003,316.8471,345.7103333333334,Si,No,No,No,No,Si,Si,Si
Femenino,Publico,585.1874,551.8521000000001,597.9293,578.3229333333334,Si,Si,Si,Si,No,No,No,Si
Femenino,Publico,455.45520000000005,507.3645,487.7054,483.5083666666667,Si,No,No,Si,Si,Si,Si,Si
Femenino,Privado,280.0382,220.096,293.99629999999996,264.7101666666667,Si,Si,,Si,Si,No,No,Si
Masculino,Publico,379.49490000000003,409.8977,445.4737999999999,411.6221333333333,Si,No,Si,Si,Si,No,No,
Masculino,Privado,346.2716,395.96389999999997,385.7436,375.99303333333336,Si,No,Si,No,Si,Si,No,Si
Masculino,Publico,390.3312,435.87250000000006,391.04140000000007,405.7483666666667,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,345.5555,351.36479999999995,310.7487,335.88966666666664,Si,No,Si,Si,No,Si,No,Si
Femenino,Privado,477.40080000000006,481.4339,491.9830999999999,483.6059333333333,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,395.04979999999995,374.89939999999996,427.56180000000006,399.1703333333333,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,503.4129999999999,489.75120000000004,526.5435,506.56923333333333,Si,Si,Si,Si,No,No,No,Si
Masculino,Publico,356.02709999999996,338.2766,398.87870000000004,364.3941333333333,Si,No,Si,Si,No,Si,Si,
Masculino,Publico,419.8241,496.1414000000001,504.51939999999996,473.49496666666664,Si,Si,Si,Si,Si,No,No,No
Masculino,Publico,422.20959999999997,480.30039999999997,501.84409999999997,468.11803333333336,Si,No,No,Si,No,No,Si,Si
Masculino,Privado,409.6335,427.912,417.5362999999999,418.3606,Si,No,Si,Si,Si,No,No,No
Femenino,Privado,492.5732,435.09469999999993,490.56410000000017,472.74399999999997,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,441.1525,487.82550000000003,438.55639999999994,455.8448,Si,Si,Si,Si,No,No,No,
Masculino,Publico,335.0652,402.2253,351.69320000000005,362.99456666666674,No,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,411.3702,449.9438999999999,460.1250999999999,440.4797333333333,Si,No,Si,Si,No,Si,Si,Si
Femenino,Privado,387.57880000000006,392.8524,403.1173,394.5161666666666,No,No,No,No,Si,Si,Si,Si
Femenino,Publico,311.1075,352.22729999999996,318.7107,327.3485,No,No,Si,Si,No,No,Si,Si
Femenino,Publico,499.1226,494.07289999999995,514.6308,502.60876666666667,Si,Si,Si,No,Si,Si,Si,Si
Masculino,Privado,468.428,546.8532,449.85149999999993,488.3775666666666,No,,Si,Si,Si,Si,Si,Si
Femenino,Publico,333.88660000000004,379.62929999999994,353.6241999999999,355.7133666666666,Si,No,Si,No,Si,Si,Si,Si
Masculino,Publico,340.6388,302.14220000000006,341.62839999999994,328.13646666666665,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,334.37309999999997,354.18359999999996,362.6744,350.4103666666667,No,Si,Si,Si,No,No,No,
Femenino,Publico,346.6946,308.8743,357.5096,337.69283333333334,No,No,No,No,Si,Si,No,Si
Masculino,Publico,506.7822,548.0992999999999,491.44720000000007,515.4429,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,337.7404,329.236,381.8063,349.5942333333333,Si,No,Si,No,No,No,No,No
Femenino,Publico,343.24289999999996,330.74820000000005,389.1246,354.3718999999999,Si,No,No,Si,Si,Si,No,Si
Masculino,Publico,336.43249999999995,395.4434,369.3612,367.07903333333337,Si,No,Si,No,No,Si,Si,Si
Femenino,Privado,362.1987,394.7619,333.4673,363.4759666666667,Si,No,Si,Si,Si,Si,Si,
Femenino,Privado,470.7667,493.5762999999999,492.2701,485.5376999999999,Si,Si,Si,Si,No,Si,Si,
Femenino,Publico,361.69839999999994,381.65430000000003,350.37520000000006,364.5759666666666,Si,No,Si,Si,No,No,Si,
Femenino,Publico,480.02349999999996,483.15239999999994,437.0649,466.74693333333335,No,Si,No,No,Si,No,No,No
Masculino,Publico,398.9244,415.98640000000006,459.31090000000006,424.74056666666667,Si,Si,Si,Si,Si,Si,Si,
Masculino,Publico,405.02690000000007,441.1722,394.6583,413.61913333333337,Si,Si,Si,Si,No,Si,No,Si
Femenino,Publico,457.0045999999999,413.3808,456.4581999999999,442.2811999999999,Si,No,Si,Si,Si,Si,No,No
Femenino,Privado,307.3701,359.8718,280.3414,315.8611,Si,No,No,Si,No,Si,Si,Si
Femenino,Publico,412.9435,434.6130999999999,426.23910000000006,424.5985666666666, ,,,,No,No,Si,No
Femenino,Privado,513.6192,494.01869999999997,547.8921999999999,518.5100333333334,Si,Si,Si,Si,Si,No,Si,
Femenino,Publico,439.2009,449.918,498.5191,462.546,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,366.7838,325.2245,405.55379999999997,365.8540333333333,Si,Si,Si,Si,No,No,Si,Si
Masculino,Privado,352.6632000000001,412.7419000000001,372.1884,379.1978333333334,Si,No,No,Si,No,Si,Si,Si
Masculino,Publico,515.6004,557.2863,561.5435,544.8100666666667,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,314.32169999999996,372.0566,309.3169,331.8984,Si,No,No,Si,No,No,No,Si
Masculino,Publico,446.7168,470.99080000000004,513.3453000000001,477.0176333333334,Si,No,Si,No,Si,Si,Si,Si
Femenino,Privado,419.8729,402.5121,446.9898,423.12493333333333,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Privado,540.3969,505.0081,528.255,524.5533333333333,Si,Si,Si,No,No,No,Si,Si
Femenino,Privado,367.1594999999999,423.91909999999996,373.41020000000003,388.1629333333333,Si,Si,Si,Si,No,No,No,Si
Femenino,Publico,405.4323,419.4405,452.8419,425.9049,Si,Si,Si,Si,Si,No,No,No
Masculino,Publico,386.1554,359.32270000000005,386.7056,377.39456666666666,Si,No,Si,,No,Si,Si,Si
Femenino,Privado,517.0185,494.69479999999993,477.0254,496.2462333333333,Si,Si,Si,Si,Si,No,Si,Si
Masculino,Publico,326.0655,340.315,267.0924,311.1576333333333,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,438.9108,485.36990000000003,472.395,465.55856666666665,Si,Si,Si,Si,Si,No,Si,Si
Femenino,Publico,409.6,396.5016,427.2419,411.11449999999996,Si,Si,Si,Si,Si,No,Si,Si
Masculino,Publico,434.0803000000001,473.0114,472.29470000000003,459.7954666666667,No,No,Si,Si,Si,Si,Si,No
Masculino,Privado,355.1114999999999,358.7795,326.40239999999994,346.7644666666666,99,No,Si,,No,Si,Si,Si
Masculino,Publico,341.4643,392.8423999999999,335.25169999999997,356.51946666666663,No,Si,No,Si,Si,No,Si,No
Femenino,Publico,460.7677,525.8691,485.1856000000001,490.60746666666665,Si,Si,Si,No,No,Si,No,Si
Masculino,Publico,312.81260000000003,381.77549999999997,298.5347,331.04093333333327,Si,No,Si,Si,No,No,Si,Si
Femenino,Privado,338.5598,374.5549,346.4545,353.1897333333333,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Privado,284.12749999999994,309.0846,256.5222,283.24476666666664,Si,Si,Si,Si,Si,Si,Si,No
Femenino,Privado,356.76969999999994,371.7621,388.0469,372.1929,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Privado,405.59749999999997,430.8921,414.9951,417.16156666666666,No,Si,Si,Si,Si,Si,Si,No
Masculino,Publico,340.1456999999999,393.04949999999997,384.17299999999994,372.45606666666663,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,435.8836,450.96809999999994,480.82660000000004,455.89276666666666,No,No,Si,Si,Si,No,No,Si
Femenino,Privado,507.71130000000005,449.02529999999996,540.0888,498.9418,Si,,Si,Si,Si,Si,Si,Si
Femenino,Publico,381.08979999999997,390.6938,396.78369999999995,389.5224333333333,Si,No,Si,No,No,No,Si,Si
Femenino,Publico,418.16850000000005,414.8981,411.88919999999996,414.98526666666675,No,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,317.10479999999995,275.84659999999997,329.3991,307.45016666666663,Si,Si,Si,No,Si,Si,Si,No
Femenino,Publico,503.1355,508.01090000000005,466.40659999999997,492.5176666666667,Si,Si,Si,Si,Si,No,No,
Masculino,Publico,404.77230000000003,507.5541,420.47039999999987,444.26559999999995,Si,No,Si,Si,Si,No,Si,Si
Masculino,Publico,426.33600000000007,484.89439999999996,444.5224999999999,451.9176333333333,Si,No,Si,Si,Si,No,Si,No
Masculino,Privado,522.1821,507.09490000000005,534.1926,521.1565333333333,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,389.19220000000007,437.762,419.54380000000003,415.49933333333337,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,444.60329999999993,439.62429999999995,426.582,436.93653333333333,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,268.30499999999995,303.7848,253.26980000000003,275.11986666666667,Si,Si,Si,Si,Si,Si,Si,
Masculino,Privado,390.55080000000004,372.8791,391.43059999999997,384.9535,Si,No,No,Si,Si,Si,Si,Si
Femenino,Publico,253.3029,260.84929999999997,242.38359999999997,252.1786,99,,,,Si,Si,Si,Si
Masculino,Publico,360.0981,401.0457,417.76810000000006,392.97063333333335,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,464.8367999999999,555.4660000000001,503.28630000000004,507.86303333333336,Si,Si,Si,Si,Si,Si,No,Si
Femenino,Publico,330.0926,259.50019999999995,343.341,310.9779333333333,No,Si,No,,Si,Si,Si,Si
Femenino,Publico,379.65029999999996,384.33680000000004,382.5952000000001,382.1941,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Privado,370.7687,356.999,413.2883,380.35200000000003,Si,Si,Si,Si,Si,Si,No,
Femenino,Privado,500.79110000000003,535.4909,563.3586,533.2135333333334,Si,Si,Si,No,Si,Si,Si,
Femenino,Privado,407.9107,419.838,447.43500000000006,425.06123333333335,Si,No,Si,Si,Si,Si,Si,
Masculino,Publico,419.19519999999994,463.36139999999995,422.6722,435.07626666666664,Si,Si,Si,Si,No,Si,No,No
Masculino,Publico,469.2338,445.3910000000001,507.7357,474.12016666666665,Si,No,Si,Si,No,Si,No,
Femenino,Publico,487.7665,563.7309,476.05,509.18246666666664,Si,No,Si,Si,No,Si,Si,
